idx,good_or_not,quality,alcohol,sulphates,pH,density,total sulfur dioxide,free sulfur dioxide,chlorides,residual sugar,citric acid,volatile acidity,fixed acidity
idx_11230,good,6,8.7,0.41,3.06,0.9986,238.0,46.0,0.043,13.0,0.3,0.29,7.3
idx_11231,good,7,12.4,0.54,3.17,0.992,114.0,40.0,0.03,4.5,0.37,0.41,7.9
idx_11233,good,6,11.0,0.44,3.38,0.9943,131.0,29.0,0.037000000000000005,5.2,0.3,0.39,7.7
idx_11235,not,5,10.5,0.48,3.03,0.993,195.0,46.0,0.036000000000000004,1.7,0.31,0.32,7.8
idx_11236,good,6,12.7,0.53,3.14,0.9902,87.0,19.0,0.023,3.4,0.37,0.32,6.8
idx_11237,not,5,10.9,0.51,3.17,0.9928,116.0,35.0,0.024,3.6,0.39,0.24,7.3
idx_11238,good,7,13.5,0.43,3.07,0.9896,128.0,35.0,0.040999999999999995,2.7,0.37,0.44,7.1
idx_11240,good,6,9.2,0.43,3.45,0.9954,178.0,44.0,0.040999999999999995,1.8,0.28,0.14,7.9
idx_11241,good,7,10.6,0.41,3.4,0.9938,187.0,33.0,0.036000000000000004,2.1,0.42,0.18,7.4
idx_11242,good,7,13.3,0.39,2.98,0.9918,141.0,36.0,0.033,6.6,0.42,0.43,8.1
idx_11243,good,7,13.5,0.43,3.07,0.9896,128.0,35.0,0.040999999999999995,2.7,0.37,0.44,7.1
idx_11244,not,5,10.1,0.32,3.29,0.9944,131.0,23.0,0.037000000000000005,5.1,0.22,0.26,6.4
idx_11245,not,4,9.4,0.68,2.92,0.9999,233.0,62.0,0.042,17.55,0.72,0.66,8.0
idx_11247,good,6,11.3,0.4,3.25,0.992,80.0,25.0,0.046,1.1,0.34,0.21,7.2
idx_11248,good,7,10.8,0.4,3.32,0.9925,73.0,20.0,0.045,1.1,0.31,0.18,7.2
idx_11249,not,5,10.4,0.51,3.15,0.9981,195.0,46.0,0.051,10.7,0.44,0.57,8.4
idx_11252,good,6,9.3,0.42,3.12,0.9927,152.0,24.0,0.047,1.1,0.32,0.245,5.6
idx_11254,not,5,9.2,0.3,3.08,0.9936,150.0,58.0,0.138,1.0,0.73,0.16,7.0
idx_11255,good,6,10.3,0.57,3.81,0.9959,104.0,29.0,0.057,1.8,0.34,0.22,6.4
idx_11256,good,6,9.4,0.62,3.33,0.9946,157.0,28.0,0.046,1.4,0.65,0.18,7.3
idx_11257,good,6,10.2,0.35,3.28,0.9948,223.0,88.0,0.036000000000000004,6.7,0.27,0.17,6.4
idx_11258,good,6,9.0,0.39,3.08,0.9955,212.0,65.0,0.034,6.8,0.16,0.29,6.9
idx_11259,good,6,9.3,0.36,3.06,0.9951,245.0,64.0,0.036000000000000004,6.8,0.38,0.21,6.2
idx_11260,good,6,9.2,0.34,3.06,0.9952,236.0,63.0,0.037000000000000005,7.1,0.3,0.23,6.4
idx_11263,good,6,9.5,0.46,2.92,0.9944,223.0,77.5,0.039,1.45,0.46,0.29,9.6
idx_11264,not,5,9.9,0.39,3.46,0.9938,73.0,15.0,0.036000000000000004,1.2,0.35,0.14,7.2
idx_11265,good,7,11.1,0.62,3.46,0.9963,174.0,36.0,0.059000000000000004,7.4,0.34,0.31,6.9
idx_11266,good,8,12.3,0.41,2.99,0.991,116.0,36.0,0.027999999999999997,4.2,0.34,0.28,7.5
idx_11267,good,7,8.6,0.69,3.21,1.0003,163.0,45.0,0.044000000000000004,14.6,0.42,0.22,8.0
idx_11268,not,5,9.4,0.35,3.04,0.9966,145.0,21.0,0.04,10.5,0.29,0.31,7.6
idx_11271,not,5,10.9,0.42,3.21,0.9938,126.0,23.0,0.037000000000000005,1.1,0.47,0.5,8.1
idx_11273,not,5,10.9,0.42,3.21,0.9938,126.0,23.0,0.037000000000000005,1.1,0.47,0.5,8.1
idx_11274,good,6,9.4,0.58,3.07,0.9993,190.0,55.0,0.048,13.8,0.56,0.35,8.4
idx_11275,good,6,9.2,0.46,3.22,0.9938,132.0,20.0,0.064,1.5,0.27,0.22,6.2
idx_11276,good,7,8.6,0.69,3.21,1.0003,163.0,45.0,0.044000000000000004,14.6,0.42,0.22,8.0
idx_11277,not,5,9.4,0.35,3.04,0.9966,145.0,21.0,0.04,10.5,0.29,0.31,7.6
idx_11278,good,6,10.8,0.37,3.33,0.9942,133.0,10.0,0.083,4.9,0.36,0.24,7.0
idx_11279,good,6,10.5,0.62,3.29,0.9928,153.0,14.0,0.025,1.9,0.3,0.27,6.6
idx_11280,good,6,12.5,0.78,3.02,0.991,140.0,29.0,0.026000000000000002,1.7,0.41,0.16,7.8
idx_11281,good,7,12.1,0.48,2.99,0.9911,168.0,26.0,0.027999999999999997,1.8,0.34,0.27,7.7
idx_11282,not,5,8.7,0.43,3.02,0.9977,147.0,51.0,0.039,10.7,0.74,0.31,7.4
idx_11283,good,8,12.7,0.25,3.07,0.9927,151.0,50.0,0.026000000000000002,8.8,0.36,0.45,8.0
idx_11284,good,7,12.1,0.48,2.99,0.9911,168.0,26.0,0.027999999999999997,1.8,0.34,0.27,7.7
idx_11285,good,6,12.5,0.78,3.02,0.991,140.0,29.0,0.026000000000000002,1.7,0.41,0.16,7.8
idx_11286,good,7,11.4,0.44,3.06,0.9912,147.0,40.0,0.05,1.8,0.29,0.16,6.6
idx_11287,good,7,12.9,0.6,3.02,0.9907,110.0,35.0,0.032,1.6,0.4,0.21,8.3
idx_11289,good,6,11.2,0.44,3.38,0.992,78.0,15.0,0.034,1.6,0.3,0.16,6.6
idx_11290,good,6,9.7,0.42,3.14,0.9940000000000001,98.0,16.0,0.033,1.5,0.33,0.16,8.4
idx_11292,good,6,10.3,0.54,3.5,0.993,79.0,14.0,0.037000000000000005,1.1,0.3,0.17,6.2
idx_11293,not,4,11.6,0.87,3.0,0.993,102.0,10.0,0.03,4.3,0.22,0.39,6.9
idx_11294,not,4,11.6,0.86,3.0,0.993,102.0,10.0,0.031,4.2,0.22,0.41,6.9
idx_11295,good,6,9.7,0.56,3.04,0.9966,191.0,54.0,0.038,9.2,0.32,0.23,7.5
idx_11296,good,6,10.9,0.44,3.32,0.9942,131.0,30.0,0.045,5.0,0.33,0.38,7.5
idx_11298,good,6,12.4,0.47,3.3,0.9925,163.0,45.0,0.04,5.2,0.39,0.34,7.3
idx_11300,good,6,10.2,0.35,2.93,0.995,159.0,52.0,0.045,5.9,0.38,0.245,9.0
idx_11301,not,5,11.4,0.27,3.22,0.9939,176.0,51.0,0.032,7.7,0.4,0.2,6.9
idx_11302,good,6,9.6,0.33,3.3,0.9958,212.0,39.0,0.067,6.4,0.42,0.19,7.4
idx_11303,good,6,10.3,0.3,3.05,0.9952,163.0,60.0,0.035,8.1,0.36,0.2,8.2
idx_11304,not,5,9.3,0.75,2.95,1.0,228.0,61.0,0.038,17.35,0.71,0.59,8.0
idx_11305,good,7,10.7,0.49,3.33,0.9948,114.0,17.0,0.05,1.8,0.45,0.14,7.9
idx_11306,good,8,12.8,0.49,3.13,0.99,105.0,34.0,0.047,1.8,0.4,0.24,6.8
idx_11307,not,5,9.5,0.62,2.98,0.9958,142.0,23.0,0.049,1.5,0.59,0.14,9.7
idx_11308,good,6,10.4,0.45,3.02,0.9948,130.0,22.0,0.046,1.6,0.68,0.15,9.2
idx_11309,good,6,10.3,0.61,3.02,0.9949,94.0,14.0,0.049,1.6,0.55,0.17,9.4
idx_11311,good,6,10.7,0.5,3.23,0.9927,116.0,37.0,0.039,3.75,0.22,0.23,6.3
idx_11312,not,5,10.5,0.43,2.94,0.9938,160.0,16.0,0.04,1.3,0.54,0.25,9.6
idx_11313,not,5,9.6,0.48,3.08,0.9949,186.0,14.0,0.046,1.3,0.42,0.32,9.2
idx_11314,good,6,9.3,0.46,3.15,0.9953,169.0,46.0,0.04,6.2,0.4,0.31,6.4
idx_11315,good,6,10.0,0.46,3.1,0.997,162.0,63.0,0.044000000000000004,9.7,0.36,0.2,8.1
idx_11316,good,6,11.2,0.39,3.04,0.9932,190.0,40.0,0.026000000000000002,2.0,0.26,0.255,7.9
idx_11317,not,5,10.8,0.62,3.32,0.9927,177.0,21.0,0.039,1.4,0.34,0.15,7.0
idx_11319,not,5,8.8,0.42,3.03,0.9955,234.0,59.0,0.038,6.6,0.53,0.25,6.4
idx_11322,good,6,10.1,0.56,3.54,0.992,152.0,28.0,0.037000000000000005,0.9,0.3,0.31,5.1
idx_11323,not,5,11.0,0.66,3.44,0.9924,161.0,40.0,0.09300000000000001,1.7,0.26,0.2,6.2
idx_11324,good,6,10.8,0.62,3.25,0.9927,182.0,21.0,0.043,1.3,0.35,0.16,6.9
idx_11325,good,7,12.8,0.52,3.2,0.9911,114.0,28.0,0.04,2.3,0.48,0.32,7.7
idx_11326,good,6,9.2,0.36,3.12,0.9958,168.0,33.0,0.042,6.8,0.72,0.22,6.5
idx_11327,good,6,10.5,0.44,3.12,0.9928,167.0,44.0,0.047,1.5,0.33,0.26,6.8
idx_11328,good,6,11.7,0.38,3.37,0.9902,81.0,13.0,0.027999999999999997,1.2,0.33,0.37,5.2
idx_11329,not,5,9.5,0.46,2.85,0.9940000000000001,104.0,20.0,0.052000000000000005,2.1,0.43,0.19,8.4
idx_11330,not,5,9.5,0.45,2.85,0.9940000000000001,108.0,24.0,0.05,2.2,0.41,0.21,8.3
idx_11331,good,6,8.8,0.4,3.4,0.9972,110.0,24.0,0.057999999999999996,8.8,0.32,0.15,6.8
idx_11332,good,7,9.3,0.51,3.15,1.0004,210.0,69.0,0.05,17.0,0.64,0.16,7.9
idx_11335,good,6,10.1,0.72,3.65,0.995,189.0,60.0,0.047,2.3,0.24,0.21,5.7
idx_11337,not,5,10.0,0.52,3.29,0.9956,251.0,40.0,0.048,6.4,0.3,0.18,6.7
idx_11338,not,5,10.0,0.52,3.29,0.9956,251.0,40.0,0.048,6.4,0.3,0.18,6.7
idx_11339,good,6,10.8,0.39,2.99,0.9959,116.0,37.0,0.033,12.15,0.27,0.58,8.4
idx_11340,good,6,10.0,0.33,3.27,0.9922,121.0,50.0,0.04,0.8,0.32,0.16,7.2
idx_11342,good,6,10.8,0.39,2.99,0.9959,116.0,37.0,0.033,12.15,0.27,0.58,8.4
idx_11343,good,6,9.8,0.47,3.51,0.9984,181.0,52.0,0.059000000000000004,12.4,0.31,0.25,6.6
idx_11345,good,8,12.7,0.48,3.39,0.991,113.0,36.0,0.043,1.1,0.37,0.39,7.3
idx_11346,good,7,12.2,0.35,3.21,0.9928,163.0,46.0,0.039,6.2,0.39,0.46,7.0
idx_11347,good,7,11.9,0.34,3.15,0.9936,162.0,35.0,0.039,6.3,0.4,0.35,8.2
idx_11348,good,8,11.2,0.37,3.26,0.9941,161.0,38.0,0.042,7.0,0.36,0.29,7.8
idx_11349,not,4,10.4,0.28,2.96,0.9924,61.0,15.0,0.042,0.9,0.39,0.35,9.2
idx_11350,good,7,12.8,0.67,3.29,0.9917,122.0,22.0,0.034,3.9,0.39,0.57,8.0
idx_11352,good,6,10.1,0.72,3.65,0.995,189.0,60.0,0.047,2.3,0.24,0.21,5.7
idx_11353,not,5,10.0,0.52,3.29,0.9956,251.0,40.0,0.048,6.4,0.3,0.18,6.7
idx_11356,good,6,8.9,0.59,3.32,1.0,191.0,55.0,0.05,15.4,0.41,0.22,7.3
idx_11357,good,6,9.3,0.44,3.15,0.9953,167.0,43.0,0.039,6.5,0.4,0.29,6.3
idx_11358,good,8,12.0,0.46,3.28,0.9911,103.0,35.0,0.048,2.4,0.32,0.35,6.8
idx_11359,good,7,10.8,0.54,3.36,0.9922,132.0,31.0,0.04,1.4,0.32,0.19,6.5
idx_11360,good,6,10.5,0.37,3.52,0.9951,158.0,56.0,0.044000000000000004,5.7,0.26,0.12,6.2
idx_11361,good,7,10.6,0.43,3.59,0.9948,189.5,56.0,0.038,5.7,0.28,0.13,6.0
idx_11363,not,4,9.5,0.38,3.22,0.9940000000000001,96.0,15.0,0.051,1.4,0.16,0.32,6.9
idx_11364,not,5,11.4,0.42,2.92,0.9907,143.0,38.0,0.04,1.1,0.41,0.19,7.6
idx_11366,good,6,10.9,0.43,3.25,0.9914,95.0,22.0,0.037000000000000005,0.9,0.41,0.14,7.0
idx_11367,not,5,8.9,0.45,3.15,0.9958,115.0,19.0,0.057999999999999996,3.8,0.24,0.27,7.6
idx_11369,not,5,9.3,0.49,2.9,0.9984,185.0,42.0,0.168,14.15,0.47,0.64,7.4
idx_11371,good,7,12.0,0.38,3.1,0.9944,162.0,41.0,0.042,9.2,0.41,0.26,8.3
idx_11372,good,6,9.5,0.68,2.87,0.998,181.0,37.0,0.044000000000000004,8.2,0.56,0.22,10.7
idx_11373,good,6,9.5,0.68,2.87,0.998,181.0,37.0,0.044000000000000004,8.2,0.56,0.22,10.7
idx_11374,good,7,12.4,0.38,3.14,0.9902,121.0,24.0,0.032,2.7,0.34,0.23,6.9
idx_11375,good,7,11.2,0.41,3.28,0.9911,130.0,30.0,0.032,1.7,0.32,0.3,6.2
idx_11377,good,6,11.4,0.71,3.16,0.993,136.0,10.0,0.05,1.7,0.41,0.28,6.9
idx_11378,good,7,11.1,0.38,3.35,0.9918,132.0,46.0,0.047,1.6,0.3,0.28,6.9
idx_11379,good,6,10.4,0.42,3.1,0.992,126.0,5.0,0.054000000000000006,0.9,0.2,0.46,6.9
idx_11380,good,7,12.0,0.35,3.38,0.9932,152.0,36.0,0.044000000000000004,8.5,0.32,0.38,6.9
idx_11382,good,6,9.1,0.35,3.12,0.9940000000000001,92.0,28.0,0.045,3.1,0.16,0.56,6.6
idx_11383,good,6,10.5,0.33,3.24,0.9923,102.0,25.0,0.046,1.3,0.56,0.36,7.1
idx_11384,good,6,11.4,0.7,3.23,0.993,133.0,5.0,0.047,1.6,0.4,0.23,6.8
idx_11385,not,5,9.5,0.64,3.77,0.9956,138.0,26.0,0.042,1.3,0.29,0.33,6.2
idx_11388,good,7,11.3,0.48,3.2,0.9918,143.0,12.0,0.044000000000000004,1.2,0.29,0.18,7.3
idx_11389,good,6,10.0,0.34,3.06,0.9926,180.0,73.0,0.037000000000000005,0.9,0.4,0.19,8.1
idx_11392,good,6,13.4,0.51,3.28,0.99,85.0,15.0,0.034,2.8,0.33,0.42,6.6
idx_11393,good,6,9.3,0.42,3.31,0.9946,101.0,19.0,0.042,4.6,0.3,0.135,5.7
idx_11394,good,7,13.7,0.9,3.42,0.9907,116.0,17.0,0.039,4.5,0.13,0.49,5.6
idx_11395,good,7,12.3,0.46,3.09,0.9898,98.0,27.0,0.039,1.6,0.33,0.19,6.9
idx_11396,good,7,11.3,0.48,3.2,0.9918,143.0,12.0,0.044000000000000004,1.2,0.29,0.18,7.3
idx_11397,good,7,8.9,0.46,3.04,0.9986,200.0,35.0,0.05,13.1,0.36,0.25,7.3
idx_11400,good,7,8.9,0.46,3.04,0.9986,200.0,35.0,0.05,13.1,0.36,0.25,7.3
idx_11401,good,6,9.3,0.52,3.17,0.9979,222.0,57.0,0.052000000000000005,12.6,0.48,0.67,6.3
idx_11402,good,8,11.1,0.5,3.3,0.9940000000000001,122.0,31.0,0.044000000000000004,5.4,0.29,0.4,7.4
idx_11403,good,8,10.9,0.64,3.34,0.9937,128.0,29.0,0.044000000000000004,2.2,0.31,0.26,7.1
idx_11406,good,8,10.5,0.38,3.01,0.9944,90.0,12.0,0.034,6.8,0.36,0.22,8.2
idx_11410,good,6,11.6,0.4,3.31,0.9934,97.0,39.0,0.037000000000000005,5.9,0.32,0.26,7.1
idx_11411,good,6,11.5,0.46,3.19,0.9928,83.0,32.0,0.035,5.7,0.34,0.2,7.0
idx_11412,good,8,12.3,0.79,3.25,0.9925,155.0,26.0,0.035,4.1,0.33,0.3,6.9
idx_11413,good,6,10.8,0.41,3.14,0.9944,124.0,22.0,0.042,7.1,0.49,0.29,8.1
idx_11414,good,6,11.3,0.38,3.29,0.9909,130.0,55.0,0.037000000000000005,1.4,0.3,0.17,5.8
idx_11415,not,5,9.3,0.36,3.36,0.9932,63.0,22.0,0.038,0.8,0.02,0.415,5.9
idx_11417,not,3,11.0,0.63,3.04,1.0001,366.5,35.5,0.057,15.55,0.35,0.55,8.6
idx_11418,not,5,10.2,0.55,3.13,0.992,132.0,18.0,0.044000000000000004,1.0,0.74,0.35,6.9
idx_11419,good,7,10.8,0.4,3.07,0.9916,103.0,27.0,0.04,1.6,0.74,0.14,7.6
idx_11420,not,4,10.1,0.34,3.1,0.998,137.0,29.0,0.042,11.8,0.49,0.28,9.2
idx_11421,good,6,11.6,0.37,3.27,0.9919,90.0,17.0,0.047,4.5,0.49,0.18,6.2
idx_11422,not,5,9.1,0.47,3.32,0.9925,105.0,25.0,0.051,1.1,0.24,0.165,5.3
idx_11423,not,4,10.0,0.43,3.06,0.9977,225.0,36.0,0.055999999999999994,10.0,0.74,0.25,9.8
idx_11424,good,6,10.8,0.41,3.14,0.9944,124.0,22.0,0.042,7.1,0.49,0.29,8.1
idx_11425,good,6,11.4,0.35,3.25,0.991,128.0,26.0,0.052000000000000005,0.9,0.49,0.22,6.8
idx_11427,not,5,11.3,0.55,3.13,0.9917,156.0,35.0,0.042,1.1,0.49,0.25,7.4
idx_11428,good,7,10.4,0.68,3.0,0.9923,81.0,28.0,0.033,1.1,0.49,0.18,8.2
idx_11429,not,5,9.6,0.46,3.3,0.9928,87.0,18.0,0.051,1.5,0.49,0.22,6.1
idx_11430,not,4,10.1,0.31,3.0,0.9923,119.0,8.0,0.048,1.0,0.24,0.39,7.0
idx_11431,not,5,9.6,0.46,3.3,0.9928,87.0,18.0,0.051,1.5,0.49,0.22,6.1
idx_11432,good,7,12.1,0.49,3.1,0.9902,94.0,16.0,0.03,2.9,0.49,0.36,6.5
idx_11433,good,6,12.2,0.33,3.07,0.9893,99.0,32.0,0.031,1.2,0.49,0.29,7.1
idx_11435,not,5,9.6,0.5,3.17,0.9982,94.0,19.0,0.053,14.2,0.24,0.23,6.9
idx_11436,not,5,9.2,0.7,2.99,1.0005,243.0,51.0,0.051,17.85,0.74,0.56,8.5
idx_11438,not,5,9.5,0.34,3.23,0.9951,210.0,67.0,0.05,7.1,0.49,0.23,6.3
idx_11439,not,5,8.9,0.47,3.16,0.9956,226.0,67.0,0.052000000000000005,7.6,0.49,0.25,6.1
idx_11440,not,5,8.8,0.44,3.03,0.998,162.0,56.0,0.05,13.6,0.74,0.26,7.2
idx_11441,not,5,10.5,0.35,3.16,0.9928,117.0,17.0,0.057,1.4,0.24,0.31,7.2
idx_11442,not,5,9.4,0.34,3.08,0.9938,117.0,27.0,0.061,1.2,0.49,0.25,8.0
idx_11446,good,6,12.2,0.42,3.38,0.9911,92.0,35.0,0.063,1.2,0.49,0.27,6.3
idx_11447,good,6,11.2,0.47,3.23,0.9917,150.0,18.0,0.055,1.2,0.49,0.16,7.4
idx_11449,good,6,11.5,0.27,3.2,0.9932,172.0,49.0,0.036000000000000004,6.6,0.49,0.19,6.9
idx_11450,good,6,11.3,0.35,3.14,0.9955,158.0,37.0,0.033,13.0,0.49,0.43,7.8
idx_11451,not,5,9.3,0.42,3.01,0.9929,138.0,11.0,0.048,1.1,0.49,0.4,7.2
idx_11452,good,6,11.3,0.35,3.14,0.9955,158.0,37.0,0.033,13.0,0.49,0.43,7.8
idx_11453,good,7,11.8,0.38,3.14,0.9958,156.0,37.0,0.034,14.0,0.49,0.52,7.6
idx_11454,not,5,9.2,0.54,2.99,1.0012,231.0,50.0,0.054000000000000006,19.8,0.49,0.21,8.3
idx_11456,good,6,12.2,0.42,3.38,0.9911,92.0,35.0,0.063,1.2,0.49,0.27,6.3
idx_11457,good,6,12.2,0.42,3.25,0.9924,130.0,33.0,0.044000000000000004,4.45,0.74,0.2,8.3
idx_11458,good,6,12.2,0.41,3.31,0.991,144.0,42.0,0.044000000000000004,2.7,0.74,0.22,7.1
idx_11459,good,6,10.6,0.42,3.24,0.9946,133.0,27.0,0.048,4.5,0.49,0.11,7.9
idx_11462,good,6,11.2,0.47,3.23,0.9917,150.0,18.0,0.055,1.2,0.49,0.16,7.4
idx_11463,good,6,11.0,0.46,3.06,0.9918,137.0,11.0,0.051,1.2,0.49,0.19,8.3
idx_11464,good,8,12.7,0.27,3.16,0.9926,151.0,46.0,0.031,9.1,0.49,0.44,8.0
idx_11465,not,5,10.2,0.53,3.46,0.9931,163.0,19.0,0.044000000000000004,0.8,0.74,0.2,7.0
idx_11468,not,5,9.8,0.39,3.19,0.9928,60.0,15.0,0.046,1.6,0.24,0.24,6.5
idx_11469,not,5,9.3,0.42,3.01,0.9929,138.0,11.0,0.048,1.1,0.49,0.4,7.2
idx_11470,good,7,11.8,0.38,3.14,0.9958,156.0,37.0,0.034,14.0,0.49,0.52,7.6
idx_11471,good,6,11.3,0.35,3.14,0.9955,158.0,37.0,0.033,13.0,0.49,0.43,7.8
idx_11472,not,5,11.4,0.28,3.15,0.9911,48.0,6.0,0.052000000000000005,1.35,0.49,0.21,7.8
idx_11473,good,6,10.8,0.48,3.21,0.9938,128.0,39.0,0.038,5.9,0.49,0.2,7.0
idx_11474,not,4,9.5,0.48,2.99,0.9942,85.0,13.0,0.057,3.6,0.24,0.25,6.9
idx_11475,good,6,10.2,0.44,3.46,0.9945,148.0,18.0,0.05,1.3,0.49,0.08,7.2
idx_11476,not,5,10.7,0.36,3.22,0.9962,184.0,40.0,0.027999999999999997,8.7,0.49,0.85,7.1
idx_11477,good,6,10.8,0.29,3.05,0.992,104.0,10.0,0.04,1.2,0.24,0.51,7.6
idx_11478,good,6,11.5,0.28,2.99,0.9927,159.0,39.0,0.044000000000000004,4.6,0.24,0.22,7.9
idx_11479,good,6,10.7,0.49,3.32,0.9948,124.0,20.0,0.055999999999999994,2.0,0.49,0.16,7.7
idx_11480,good,6,10.2,0.44,3.46,0.9945,148.0,18.0,0.05,1.3,0.49,0.08,7.2
idx_11481,good,6,10.1,0.6,3.37,0.9942,124.0,26.0,0.048,1.7,0.24,0.25,6.6
idx_11482,good,6,10.4,0.81,3.62,0.9952,187.0,57.0,0.046,2.4,0.49,0.16,6.7
idx_11483,not,4,9.5,0.48,2.99,0.9942,85.0,13.0,0.057,3.6,0.24,0.25,6.9
idx_11484,not,3,9.1,0.5,3.14,0.9958,134.0,8.0,0.053,4.6,0.24,0.32,7.5
idx_11485,good,6,10.6,0.39,2.98,0.9918,126.0,20.0,0.034,1.5,0.49,0.28,7.4
idx_11486,good,6,9.4,0.7,3.3,0.9932,51.0,17.0,0.033,0.9,0.49,0.15,6.2
idx_11488,good,6,9.5,0.54,3.18,0.9972,224.0,68.0,0.044000000000000004,13.3,0.74,0.26,6.5
idx_11490,good,6,10.3,0.45,3.55,0.9918,117.0,28.0,0.03,1.1,0.49,0.185,5.6
idx_11491,not,5,11.1,0.62,3.06,0.9918,97.0,8.0,0.031,1.3,0.49,0.2,7.5
idx_11492,not,5,10.0,0.48,3.14,0.9964,188.0,47.0,0.046,9.4,0.49,0.3,8.0
idx_11493,good,8,12.3,0.38,3.13,0.9936,180.0,39.0,0.033,9.0,0.49,0.34,8.0
idx_11494,good,8,12.4,0.38,3.14,0.9931,186.0,42.0,0.033,8.65,0.49,0.35,7.7
idx_11495,good,7,12.3,0.38,3.13,0.9938,197.0,45.0,0.03,9.6,0.49,0.29,7.6
idx_11496,not,5,10.4,0.32,3.41,0.9934,62.0,6.0,0.039,1.1,0.24,0.62,6.7
idx_11497,good,7,12.1,0.48,3.13,0.99,126.0,35.0,0.044000000000000004,1.2,0.49,0.27,6.8
idx_11500,good,7,11.0,0.32,2.99,0.9940000000000001,132.0,26.0,0.03,9.3,0.49,0.19,7.4
idx_11501,not,5,10.1,0.37,3.05,0.9938,169.0,34.0,0.04,1.7,0.49,0.2,8.3
idx_11502,not,5,9.2,0.36,3.13,0.9933,121.0,17.0,0.034,1.2,0.24,0.3,6.6
idx_11503,good,7,12.6,0.34,3.27,0.9909,124.0,24.0,0.039,4.6,0.24,0.36,6.8
idx_11505,good,7,9.8,0.49,3.04,0.9945,130.0,39.0,0.040999999999999995,1.5,0.49,0.18,9.2
idx_11508,good,6,9.8,0.44,3.55,0.9991,170.0,50.0,0.06,14.5,0.49,0.21,6.8
idx_11509,not,5,10.5,0.47,3.16,0.993,144.0,15.0,0.053,1.6,0.49,0.2,7.9
idx_11511,good,6,11.2,0.51,3.02,0.9934,126.0,15.0,0.042,3.2,0.74,0.23,8.8
idx_11512,good,7,11.0,0.32,2.99,0.9939,134.0,29.0,0.034,9.4,0.49,0.22,7.3
idx_11513,good,6,11.2,0.28,3.01,0.9937,161.0,48.0,0.031,9.9,0.49,0.22,7.3
idx_11515,good,6,10.5,0.77,3.14,0.9926,136.0,34.0,0.039,1.3,0.49,0.155,7.3
idx_11516,good,6,10.6,0.33,3.02,0.9951,154.0,53.0,0.037000000000000005,9.6,0.49,0.22,8.2
idx_11518,good,6,12.0,0.34,3.04,0.9935,95.0,22.0,0.035,7.8,0.49,0.23,8.4
idx_11520,good,6,10.1,0.37,3.05,0.9939,167.0,38.0,0.038,1.7,0.49,0.2,8.3
idx_11521,not,5,9.2,0.36,3.13,0.9933,121.0,17.0,0.034,1.2,0.24,0.3,6.6
idx_11522,not,5,11.0,0.63,3.25,0.9927,164.0,15.0,0.040999999999999995,1.4,0.49,0.21,6.9
idx_11523,good,6,10.0,0.49,3.34,0.998,185.0,31.0,0.044000000000000004,9.0,0.49,0.25,8.0
idx_11524,good,6,8.7,0.39,3.28,0.9997,158.0,41.0,0.042,18.15,0.49,0.21,6.6
idx_11525,not,5,8.7,0.44,3.04,0.9981,156.0,47.0,0.037000000000000005,12.5,0.74,0.27,7.2
idx_11526,good,6,11.1,0.54,3.15,0.992,156.0,33.0,0.037000000000000005,1.1,0.49,0.27,14.2
idx_11527,good,6,11.0,0.55,3.04,0.9954,195.0,48.0,0.045,7.7,0.49,0.28,7.9
idx_11528,good,6,11.1,0.54,3.15,0.992,156.0,33.0,0.037000000000000005,1.1,0.49,0.27,7.4
idx_11529,good,6,8.7,0.39,3.28,0.9997,158.0,41.0,0.042,18.15,0.49,0.21,6.6
idx_11530,not,5,8.7,0.44,3.04,0.9981,156.0,47.0,0.037000000000000005,12.5,0.74,0.27,7.2
idx_11531,good,7,11.2,0.3,3.1,0.9943,174.0,26.0,0.037000000000000005,8.1,0.49,0.3,8.1
idx_11532,good,7,11.1,0.3,3.14,0.9941,209.0,61.0,0.049,7.7,0.49,0.23,7.5
idx_11533,good,6,10.8,0.54,3.24,0.9936,107.0,32.0,0.027999999999999997,5.0,0.49,0.26,7.3
idx_11534,good,6,9.0,0.67,3.38,0.9996,176.0,44.0,0.044000000000000004,15.6,0.74,0.18,7.1
idx_11535,good,6,10.3,0.4,3.03,0.9932,122.0,17.0,0.031,1.5,0.49,0.15,8.5
idx_11536,not,5,9.9,0.32,2.91,0.9926,24.0,6.0,0.027999999999999997,1.0,0.49,0.13,8.9
idx_11537,good,6,10.0,0.41,3.13,0.9936,148.0,32.0,0.04,1.0,0.49,0.28,8.1
idx_11538,good,6,9.8,0.42,3.21,0.992,106.0,26.0,0.034,1.0,0.49,0.17,6.0
idx_11539,good,6,10.8,0.54,3.24,0.9936,107.0,32.0,0.027999999999999997,5.0,0.49,0.26,7.3
idx_11540,good,6,9.0,0.67,3.38,0.9996,176.0,44.0,0.044000000000000004,15.6,0.74,0.18,7.1
idx_11541,not,4,9.1,0.32,3.16,0.993,86.0,29.0,0.028999999999999998,0.8,0.24,0.53,7.1
idx_11543,good,6,10.6,0.72,3.2,0.9928,99.0,28.0,0.038,1.1,0.49,0.14,7.3
idx_11545,good,6,10.6,0.47,3.18,0.9952,152.0,33.0,0.049,5.2,0.49,0.12,7.9
idx_11546,good,6,9.9,0.45,3.13,0.9945,156.0,35.0,0.034,4.7,0.49,0.29,6.7
