ID,age,job,marital,default,returned,loan,coupon_used_in_last6_month,coupon_used_in_last_month,coupon_ind
4323,51,self-employed,married,no,no,yes,2,0,0
4324,44,admin.,divorced,no,yes,no,1,0,0
4325,40,blue-collar,married,no,yes,no,2,0,0
4326,44,technician,single,no,no,no,2,0,0
4327,32,admin.,single,no,yes,yes,1,0,0
4328,33,services,single,no,no,yes,1,0,0
4329,32,management,married,no,no,no,4,0,0
4330,54,housemaid,married,no,no,no,4,0,0
4331,47,management,single,no,no,no,15,0,0
4332,54,management,married,no,yes,no,1,0,0
4333,33,admin.,married,no,yes,no,1,0,0
4334,53,services,married,no,no,no,2,0,0
4335,32,technician,married,no,no,no,1,1,0
4336,35,admin.,married,no,yes,no,2,0,0
4337,33,management,single,no,yes,no,2,0,0
4338,50,entrepreneur,divorced,no,no,no,1,1,0
4339,32,blue-collar,single,no,yes,yes,2,0,0
4340,39,technician,married,no,no,no,2,0,0
4341,60,retired,married,no,no,no,2,0,0
4342,34,blue-collar,married,no,yes,yes,4,0,0
4343,28,management,single,no,yes,no,2,0,0
4344,36,management,single,no,no,no,3,0,0
4345,32,blue-collar,married,no,yes,no,1,0,0
4346,42,self-employed,divorced,no,yes,no,3,0,0
4347,26,blue-collar,married,no,yes,no,2,1,0
4348,59,retired,married,no,no,no,2,0,0
4349,38,blue-collar,married,no,yes,yes,3,0,0
4350,37,services,married,no,yes,no,3,3,0
4351,56,blue-collar,married,no,yes,yes,2,0,0
4352,54,services,married,yes,yes,no,3,0,0
4353,33,technician,single,no,no,no,2,0,0
4354,37,blue-collar,divorced,no,yes,no,1,1,0
4355,32,blue-collar,married,no,no,no,3,1,0
4356,44,services,married,no,no,no,6,0,0
4357,33,technician,single,no,no,no,2,0,0
4358,31,technician,married,no,yes,no,4,0,0
4359,26,admin.,single,no,no,yes,2,0,0
4360,47,blue-collar,married,no,no,no,1,1,0
4361,35,admin.,single,no,yes,no,3,0,0
4362,51,technician,married,no,no,yes,4,0,0
4363,43,technician,married,no,yes,yes,8,5,0
4364,51,technician,married,no,no,no,2,0,0
4365,33,technician,married,no,no,no,1,1,0
4366,27,admin.,divorced,no,yes,no,1,0,0
4367,35,entrepreneur,married,no,yes,no,1,0,0
4368,31,admin.,single,no,no,no,2,0,0
4369,33,blue-collar,married,no,yes,no,1,0,0
4370,42,admin.,single,no,yes,no,1,0,0
4371,49,blue-collar,married,no,yes,yes,5,0,0
4372,52,blue-collar,married,no,yes,no,2,1,0
4373,37,admin.,divorced,no,yes,no,3,0,0
4374,23,technician,single,no,yes,no,1,0,0
4375,34,services,married,no,yes,no,1,0,0
4376,45,technician,single,no,yes,no,1,0,0
4377,51,services,single,no,yes,no,5,0,0
4378,35,admin.,divorced,no,yes,yes,2,0,0
4379,28,blue-collar,single,no,yes,no,11,0,0
4380,31,management,single,no,yes,no,1,1,0
4381,26,student,single,no,no,no,1,0,0
4382,55,blue-collar,married,no,no,no,2,0,0
4383,58,unemployed,divorced,no,no,no,1,0,0
4384,31,admin.,divorced,no,yes,no,2,0,0
4385,32,technician,single,no,yes,no,2,0,0
4386,34,blue-collar,married,no,yes,no,12,0,0
4387,38,admin.,divorced,no,yes,no,1,0,0
4388,45,unknown,married,no,yes,no,3,0,0
4389,58,management,divorced,no,no,yes,1,0,0
4390,31,management,married,no,yes,no,16,0,0
4391,33,unemployed,single,no,yes,no,1,0,0
4392,44,management,single,no,yes,no,1,0,0
4393,27,blue-collar,married,no,yes,no,5,0,0
4394,54,blue-collar,single,no,yes,no,1,1,0
4395,31,services,married,no,yes,no,2,0,0
4396,31,housemaid,married,no,yes,no,2,0,0
4397,51,unknown,married,no,no,no,4,0,0
4398,33,management,single,no,yes,no,2,1,0
4399,42,blue-collar,married,no,yes,no,1,0,0
4400,50,blue-collar,married,no,no,no,4,0,0
4401,83,retired,married,no,no,no,1,1,0
4402,39,admin.,single,no,yes,no,1,1,0
4403,38,services,married,no,no,no,3,0,0
4404,40,services,married,no,yes,yes,3,0,0
4405,41,unemployed,married,no,yes,no,6,0,0
4406,38,management,married,no,yes,yes,1,1,0
4407,27,technician,single,no,no,no,1,0,0
4408,46,services,married,no,no,no,2,0,0
4409,34,technician,single,yes,no,no,2,0,0
4410,57,retired,married,no,no,no,2,0,0
4411,29,blue-collar,married,no,yes,no,3,0,0
4412,45,unemployed,married,no,yes,no,1,0,0
4413,38,management,single,no,yes,no,1,1,0
4414,59,self-employed,married,no,yes,no,1,0,0
4415,36,blue-collar,married,no,yes,no,11,0,0
4416,30,technician,married,yes,yes,no,4,0,0
4417,51,retired,married,no,no,no,4,0,0
4418,34,admin.,married,no,yes,no,11,0,0
4419,41,management,divorced,no,no,no,2,0,0
4420,54,technician,divorced,no,yes,no,1,0,0
4421,53,blue-collar,married,no,yes,no,1,0,0
4422,49,blue-collar,married,no,no,no,3,3,0
4423,53,management,married,no,no,no,2,0,0
4424,55,housemaid,divorced,no,no,no,2,0,0
4425,38,services,married,no,no,yes,2,0,0
4426,36,admin.,divorced,no,yes,no,1,1,0
4427,41,blue-collar,married,no,yes,no,1,0,0
4428,45,technician,divorced,no,no,no,2,2,0
4429,40,management,married,no,no,yes,6,0,0
4430,46,blue-collar,married,no,yes,no,3,0,0
4431,38,admin.,single,no,yes,no,1,1,0
4432,20,student,single,no,no,no,1,0,0
4433,32,management,single,no,no,no,4,0,0
4434,68,retired,single,no,no,no,1,0,0
4435,33,admin.,married,no,yes,no,2,0,0
4436,38,blue-collar,divorced,no,yes,no,2,0,0
4437,31,services,married,no,yes,no,1,0,0
4438,34,blue-collar,married,no,yes,no,9,0,0
4439,39,management,married,no,no,no,2,0,0
4440,34,technician,married,no,no,no,3,0,0
4441,40,entrepreneur,married,no,no,no,1,0,0
4442,22,student,single,no,yes,no,2,0,0
4443,30,services,single,no,no,yes,2,0,0
4444,52,housemaid,married,no,no,no,4,0,0
4445,36,services,married,no,yes,no,6,0,0
4446,36,management,single,no,yes,no,4,0,0
4447,26,student,single,no,yes,no,1,0,0
4448,31,services,married,no,yes,no,6,0,0
4449,37,blue-collar,married,no,yes,no,2,0,0
4450,52,blue-collar,married,no,yes,yes,10,0,0
4451,49,blue-collar,married,no,no,no,2,0,0
4452,31,services,single,no,yes,no,1,0,0
4453,31,unemployed,married,no,yes,no,2,0,0
4454,32,technician,married,no,yes,no,1,0,0
4455,36,management,single,no,yes,no,4,0,0
4456,24,blue-collar,single,no,yes,no,1,1,0
4457,24,blue-collar,single,no,yes,no,2,0,0
4458,49,blue-collar,married,no,yes,no,2,0,0
4459,39,blue-collar,single,no,no,yes,1,0,0
4460,30,services,married,yes,yes,no,1,0,0
4461,32,blue-collar,married,no,yes,no,1,1,0
4462,40,blue-collar,married,no,yes,no,5,0,0
4463,28,student,single,no,no,no,2,0,0
4464,42,self-employed,married,no,no,no,5,0,0
4465,47,blue-collar,married,no,yes,no,2,0,0
4466,37,management,single,no,yes,no,1,0,0
4467,55,management,single,no,no,no,4,0,0
4468,31,technician,married,no,yes,no,4,4,0
4469,34,blue-collar,single,no,yes,no,1,0,0
4470,37,housemaid,married,no,no,no,4,0,0
4471,39,blue-collar,married,no,yes,no,1,0,0
4472,26,admin.,single,yes,no,yes,3,0,0
4473,38,admin.,married,no,no,no,2,0,0
4474,50,blue-collar,married,no,yes,no,1,0,0
4475,35,blue-collar,single,no,no,yes,2,0,0
4476,39,admin.,married,no,no,no,1,0,0
4477,37,management,divorced,no,yes,no,1,0,0
4478,34,entrepreneur,married,no,yes,no,2,0,0
4479,31,management,married,no,no,no,9,0,0
4480,43,unemployed,divorced,no,yes,no,1,0,0
4481,28,technician,single,no,yes,no,1,0,0
4482,57,entrepreneur,married,no,no,yes,1,0,0
4483,54,admin.,married,no,yes,no,3,0,0
4484,59,admin.,married,no,no,no,2,0,0
4485,24,services,single,no,yes,no,2,0,0
4486,46,management,married,no,yes,no,3,0,0
4487,35,technician,married,no,yes,yes,3,0,0
4488,47,admin.,divorced,no,no,no,1,0,0
4489,55,unemployed,married,no,no,no,1,0,0
4490,60,blue-collar,married,no,yes,no,1,0,0
4491,35,management,single,no,yes,no,2,0,0
4492,35,admin.,married,no,yes,no,4,0,0
4493,41,services,married,no,yes,no,1,1,0
4494,24,services,single,no,yes,no,1,0,0
4495,42,management,married,no,yes,no,1,0,0
4496,32,blue-collar,single,no,yes,no,1,0,0
4497,40,management,married,no,no,no,6,0,0
4498,33,technician,married,no,yes,no,1,0,0
4499,57,management,divorced,no,no,no,2,0,0
4500,45,admin.,divorced,no,no,yes,2,0,0
4501,32,admin.,married,no,no,no,3,0,0
4502,59,housemaid,married,no,no,no,1,1,0
4503,32,housemaid,divorced,no,yes,yes,15,0,0
4504,43,management,divorced,no,no,no,1,1,0
4505,33,admin.,single,no,no,no,1,0,0
4506,41,admin.,married,no,no,no,1,0,0
4507,35,technician,divorced,yes,yes,no,1,0,0
4508,43,technician,single,no,yes,no,2,0,0
4509,33,housemaid,married,no,yes,no,1,0,0
4510,44,technician,divorced,no,no,no,4,0,0
4511,25,services,married,no,yes,no,28,0,0
4512,30,blue-collar,single,no,no,no,1,1,0
4513,30,services,single,no,yes,no,1,0,0
4514,56,management,married,no,yes,no,1,0,0
4515,56,technician,married,no,no,no,3,0,0
4516,53,blue-collar,married,no,yes,yes,4,0,0
4517,30,management,single,no,yes,no,5,0,0
4518,40,blue-collar,single,no,yes,no,4,1,0
4519,53,services,married,no,yes,no,12,0,0
4520,36,entrepreneur,married,no,yes,no,2,0,0
4521,55,blue-collar,married,no,no,no,4,0,0
4522,52,management,married,no,no,no,8,0,0
4523,37,self-employed,married,no,no,no,1,0,0
4524,31,housemaid,married,no,yes,no,1,0,0
4525,42,technician,single,no,yes,no,1,0,0
4526,28,technician,married,no,yes,no,1,0,0
4527,39,blue-collar,married,no,yes,no,1,0,0
4528,38,technician,single,no,no,no,1,0,0
4529,35,unknown,married,no,no,no,2,0,0
4530,48,blue-collar,married,no,yes,no,1,1,0
4531,46,management,divorced,no,no,no,2,0,0
4532,50,housemaid,divorced,no,yes,no,4,0,0
4533,27,self-employed,single,no,yes,no,2,0,0
4534,41,technician,married,no,yes,yes,4,0,0
4535,45,technician,married,no,no,no,4,0,0
4536,46,admin.,married,no,no,no,5,0,0
4537,37,management,single,no,yes,no,5,0,0
4538,40,management,married,no,yes,no,6,0,0
4539,43,blue-collar,married,no,yes,no,3,0,0
4540,49,self-employed,married,no,no,no,3,0,0
4541,32,management,single,no,yes,no,1,0,0
4542,37,blue-collar,married,no,yes,no,1,1,0
4543,35,technician,single,no,no,no,4,0,0
4544,42,management,married,no,yes,no,8,0,0
4545,42,technician,married,no,yes,no,5,0,0
4546,35,blue-collar,divorced,no,yes,no,1,1,0
4547,54,housemaid,married,no,no,no,7,0,0
4548,35,technician,divorced,no,yes,yes,4,0,0
4549,53,technician,married,no,no,no,2,2,0
4550,56,self-employed,married,yes,no,no,1,0,0
4551,39,technician,single,no,no,yes,2,0,0
4552,40,admin.,married,no,yes,yes,2,0,0
4553,38,blue-collar,married,no,no,no,3,0,0
4554,39,self-employed,married,no,yes,no,1,1,0
4555,38,housemaid,married,no,yes,no,3,0,0
4556,35,blue-collar,married,no,yes,no,1,0,0
4557,58,entrepreneur,divorced,no,yes,no,3,0,0
4558,30,technician,single,no,yes,no,4,0,0
4559,49,technician,married,no,yes,no,1,0,0
4560,40,management,divorced,no,no,no,1,0,0
4561,35,technician,divorced,no,yes,no,1,0,0
4562,57,management,married,no,no,no,3,0,0
4563,25,services,single,no,no,no,2,2,0
4564,33,admin.,divorced,no,yes,no,1,0,0
4565,34,services,married,no,yes,yes,2,2,0
4566,57,blue-collar,married,no,yes,no,3,0,0
4567,34,technician,married,no,no,no,2,0,0
4568,57,entrepreneur,married,no,no,no,1,0,0
4569,37,blue-collar,married,no,yes,no,2,0,0
4570,36,admin.,single,no,no,no,1,0,0
4571,35,blue-collar,married,no,yes,no,3,0,0
4572,31,technician,married,no,no,yes,3,0,0
4573,42,technician,married,no,yes,no,1,0,0
4574,36,blue-collar,married,no,yes,no,1,0,0
4575,33,management,single,no,yes,no,3,2,0
4576,60,self-employed,married,no,yes,no,4,0,0
4577,43,entrepreneur,single,no,no,no,3,0,0
4578,57,management,married,no,no,no,13,0,0
4579,43,entrepreneur,married,no,yes,yes,2,0,0
4580,39,technician,married,no,yes,yes,4,0,0
4581,38,blue-collar,married,no,yes,yes,1,0,0
4582,38,blue-collar,married,no,yes,no,1,1,0
4583,44,admin.,married,no,yes,no,4,0,0
4584,28,admin.,married,no,yes,no,1,0,0
4585,39,blue-collar,married,no,yes,no,1,0,0
4586,42,admin.,married,no,no,no,1,0,0
4587,32,blue-collar,married,no,yes,no,3,0,0
4588,41,blue-collar,married,no,yes,no,3,0,0
4589,34,management,married,no,yes,no,1,0,0
4590,29,technician,single,no,no,no,1,0,0
4591,31,blue-collar,single,yes,yes,no,1,0,0
4592,53,technician,married,no,no,no,1,0,0
4593,54,management,married,no,no,yes,1,0,0
4594,53,admin.,single,no,no,no,1,0,0
4595,46,management,married,no,no,no,13,0,0
4596,38,blue-collar,married,no,no,no,1,0,0
4597,34,services,single,no,yes,no,4,0,0
4598,31,blue-collar,single,no,yes,no,2,0,0
4599,33,management,single,no,no,no,1,0,0
4600,36,blue-collar,divorced,no,no,no,2,0,0
4601,46,management,married,no,yes,no,1,0,0
4602,40,management,single,no,yes,no,3,0,0
4603,31,technician,single,no,yes,no,2,0,0
4604,42,services,married,no,no,no,4,0,0
4605,35,blue-collar,married,no,yes,no,3,0,0
4606,53,blue-collar,married,no,yes,yes,3,0,0
4607,34,management,married,no,yes,no,3,0,0
4608,34,student,single,no,no,no,2,0,0
4609,43,management,divorced,no,no,no,3,0,0
4610,34,technician,single,no,no,no,2,0,0
4611,46,technician,married,no,yes,no,4,0,0
4612,33,blue-collar,married,no,yes,no,2,0,0
4613,37,self-employed,married,no,yes,no,1,0,0
4614,42,management,married,no,no,no,2,0,0
4615,29,technician,single,no,yes,no,1,0,0
4616,59,admin.,married,no,no,no,2,0,0
4617,49,blue-collar,married,no,yes,no,1,0,0
4618,24,blue-collar,single,no,yes,no,1,0,0
4619,35,technician,married,no,no,yes,1,0,0
4620,27,blue-collar,married,no,yes,yes,2,0,0
4621,54,housemaid,married,no,no,no,4,0,0
4622,28,blue-collar,single,yes,yes,no,4,0,0
4623,43,entrepreneur,married,no,no,yes,2,0,0
4624,32,services,married,no,yes,no,1,0,0
4625,57,management,married,no,yes,no,5,0,0
4626,37,blue-collar,married,no,yes,yes,1,0,0
4627,32,blue-collar,single,no,no,no,3,0,0
4628,39,blue-collar,single,no,yes,no,1,1,0
4629,32,technician,single,no,yes,no,1,1,0
4630,27,technician,married,no,yes,yes,4,0,0
4631,36,blue-collar,married,no,yes,no,4,0,0
4632,20,student,single,no,no,no,1,1,0
4633,49,management,divorced,no,yes,no,3,0,0
4634,34,blue-collar,married,no,yes,no,25,0,0
4635,57,housemaid,married,no,no,no,3,0,0
4636,46,management,married,no,yes,no,1,1,0
4637,45,technician,married,no,no,no,2,1,0
4638,59,retired,married,no,no,no,1,0,0
4639,33,blue-collar,single,no,no,no,1,1,0
4640,61,retired,divorced,no,no,no,9,0,0
4641,28,management,single,no,no,yes,1,0,0
4642,41,entrepreneur,divorced,yes,yes,no,10,0,0
4643,40,technician,single,no,yes,yes,3,0,0
4644,39,blue-collar,divorced,no,yes,no,3,0,0
4645,51,housemaid,married,no,yes,no,2,0,0
4646,39,management,single,no,no,no,2,0,0
4647,38,blue-collar,married,no,yes,no,1,0,0
4648,33,services,divorced,no,yes,no,1,0,0
4649,39,entrepreneur,married,no,no,no,14,0,0
4650,47,technician,divorced,no,no,no,8,0,0
4651,29,technician,married,no,yes,yes,2,0,0
4652,33,blue-collar,married,no,yes,no,4,0,0
4653,60,admin.,married,no,yes,no,4,0,0
4654,45,unemployed,divorced,no,no,no,1,1,0
4655,33,services,divorced,no,yes,no,1,0,0
4656,38,student,single,no,no,no,1,0,0
4657,39,housemaid,married,no,yes,yes,1,1,0
4658,46,technician,single,no,no,no,1,0,0
4659,39,blue-collar,married,no,yes,no,4,0,0
4660,28,student,single,no,no,no,1,1,0
4661,31,management,single,no,yes,no,1,0,0
4662,32,blue-collar,divorced,no,no,no,2,0,0
4663,29,admin.,single,no,no,no,19,0,0
4664,72,admin.,married,no,no,no,6,6,0
4665,53,technician,divorced,no,no,yes,2,1,0
4666,29,blue-collar,married,no,yes,no,3,0,0
4667,43,blue-collar,married,no,yes,no,2,1,0
4668,43,management,married,no,no,no,5,0,0
4669,35,technician,single,no,no,no,2,0,0
4670,34,services,married,no,yes,yes,1,0,0
4671,41,blue-collar,married,no,yes,yes,1,0,0
4672,36,admin.,married,no,yes,no,1,0,0
4673,28,services,single,no,yes,yes,3,1,0
4674,29,management,married,no,yes,no,2,0,0
4675,47,technician,married,no,yes,no,2,0,0
4676,50,blue-collar,divorced,no,no,no,2,0,0
4677,46,management,married,no,no,no,4,0,0
4678,44,admin.,single,no,yes,no,4,0,0
4679,50,management,divorced,no,yes,no,3,0,0
4680,52,technician,married,no,no,yes,2,2,0
4681,35,management,married,no,yes,no,1,0,0
4682,48,management,married,no,no,yes,2,0,0
4683,49,admin.,divorced,no,yes,no,3,0,0
4684,37,services,married,no,no,no,2,0,0
4685,35,management,married,no,yes,no,1,1,0
4686,35,services,married,no,no,no,4,0,0
4687,33,self-employed,divorced,no,yes,no,2,0,0
4688,34,blue-collar,single,yes,no,yes,2,0,0
4689,59,blue-collar,married,no,yes,yes,2,0,0
4690,27,student,single,no,no,no,5,0,0
4691,57,management,divorced,no,no,no,9,0,0
4692,34,management,single,no,no,no,11,0,0
4693,28,management,single,no,yes,no,1,0,0
4694,33,management,married,no,yes,no,3,0,0
4695,35,self-employed,married,no,no,no,2,0,0
4696,72,retired,single,no,no,no,2,2,0
4697,35,services,married,no,no,yes,4,0,0
4698,45,blue-collar,married,no,yes,no,3,0,0
4699,34,admin.,married,no,no,no,1,0,0
4700,30,blue-collar,single,no,yes,no,1,1,0
4701,30,management,single,no,yes,no,1,0,0
4702,38,services,married,no,yes,no,1,0,0
4703,61,retired,married,no,no,no,1,1,0
4704,36,entrepreneur,married,no,no,no,1,0,0
4705,26,blue-collar,single,no,no,yes,32,0,0
4706,54,technician,married,no,no,no,8,0,0
4707,51,admin.,married,no,yes,no,2,0,0
4708,40,services,married,no,yes,yes,1,0,0
4709,49,management,married,no,yes,no,3,0,0
4710,49,blue-collar,divorced,no,no,no,2,0,0
4711,54,blue-collar,divorced,no,yes,no,2,0,0
4712,35,blue-collar,married,no,yes,yes,2,0,0
4713,38,technician,single,no,yes,no,2,0,0
4714,39,blue-collar,married,no,yes,no,1,0,0
4715,33,blue-collar,married,no,yes,no,1,0,0
4716,32,technician,married,no,no,no,2,0,0
4717,55,management,married,no,yes,no,2,0,0
4718,33,management,married,no,yes,no,7,0,0
4719,28,blue-collar,married,no,yes,no,2,2,0
4720,52,services,divorced,no,no,no,3,0,0
4721,44,blue-collar,married,no,yes,no,2,1,0
4722,32,management,single,no,no,no,2,0,0
4723,38,management,married,no,yes,no,10,0,0
4724,52,blue-collar,married,no,yes,no,4,3,0
4725,31,blue-collar,married,no,yes,no,1,0,0
4726,34,management,single,no,yes,no,8,0,0
4727,52,blue-collar,single,no,yes,no,1,0,0
4728,33,admin.,married,no,yes,yes,1,0,0
4729,25,services,single,no,yes,no,1,0,0
4730,27,admin.,married,no,yes,no,1,0,0
4731,46,blue-collar,married,no,no,no,1,0,0
4732,59,unemployed,married,no,no,no,2,0,0
4733,30,student,single,no,yes,no,4,0,0
4734,35,management,married,no,yes,no,1,0,0
4735,30,admin.,married,no,yes,yes,2,0,0
4736,53,technician,married,no,no,yes,2,0,0
4737,55,services,married,no,yes,no,3,0,0
4738,31,admin.,single,no,yes,no,1,0,0
4739,38,admin.,married,no,yes,no,1,0,0
4740,48,blue-collar,married,no,yes,no,4,0,0
4741,23,admin.,single,no,yes,no,2,0,0
4742,31,services,single,no,yes,no,2,0,0
4743,38,blue-collar,married,no,no,no,2,0,0
4744,56,blue-collar,married,no,no,no,1,0,0
4745,39,admin.,single,no,yes,no,2,0,0
4746,36,admin.,divorced,no,yes,no,1,0,0
4747,37,entrepreneur,married,no,no,no,1,0,0
4748,54,blue-collar,married,no,no,no,4,0,0
4749,39,services,divorced,yes,yes,yes,6,0,0
4750,45,entrepreneur,married,no,yes,no,2,0,0
4751,38,technician,married,no,no,no,17,0,0
4752,57,management,married,yes,yes,no,6,0,0
4753,47,housemaid,married,no,yes,no,1,0,0
4754,51,management,divorced,no,no,yes,7,0,0
4755,33,management,married,no,no,no,2,0,0
4756,35,services,married,no,yes,no,1,0,0
4757,32,admin.,single,no,no,yes,2,0,0
4758,49,services,married,no,yes,no,4,0,0
4759,39,entrepreneur,divorced,no,yes,no,2,0,0
4760,35,blue-collar,single,no,yes,no,1,0,0
4761,26,student,single,no,yes,no,8,1,0
4762,33,management,single,no,yes,no,1,0,0
4763,38,blue-collar,single,no,yes,yes,1,0,0
4764,59,retired,married,no,no,yes,1,0,0
4765,33,management,married,no,no,no,1,0,0
4766,47,blue-collar,divorced,no,yes,no,2,0,0
4767,34,student,single,no,yes,no,5,0,0
4768,25,management,single,no,no,no,2,2,0
4769,21,blue-collar,single,yes,yes,yes,1,0,0
4770,42,retired,married,no,yes,no,1,0,0
4771,33,services,married,no,yes,no,1,0,0
4772,40,technician,married,no,yes,yes,2,0,0
4773,44,services,divorced,no,yes,yes,30,0,0
4774,39,blue-collar,married,yes,no,no,2,0,0
4775,36,admin.,married,no,no,no,2,0,0
4776,30,services,married,no,yes,yes,1,0,0
4777,43,admin.,married,no,no,no,2,0,0
4778,34,technician,single,no,yes,no,1,0,0
4779,39,blue-collar,married,no,yes,no,2,0,0
4780,49,technician,married,no,no,no,2,0,0
4781,41,blue-collar,married,no,no,no,3,0,0
4782,33,blue-collar,married,no,yes,no,2,0,0
4783,51,housemaid,married,no,no,yes,2,0,0
4784,49,management,single,no,yes,yes,1,0,0
4785,36,management,single,no,no,no,4,0,0
4786,58,retired,married,no,yes,yes,1,1,0
4787,39,blue-collar,married,no,no,no,1,0,0
4788,51,blue-collar,married,no,yes,no,2,2,0
4789,33,technician,divorced,no,no,no,4,0,0
4790,42,technician,married,no,no,no,12,0,0
4791,34,blue-collar,married,no,yes,no,1,0,0
4792,37,blue-collar,married,no,no,no,1,0,0
4793,54,retired,divorced,no,yes,no,2,0,0
4794,44,blue-collar,married,no,yes,no,3,0,0
4795,40,admin.,married,no,yes,no,1,0,0
4796,35,management,married,no,yes,no,2,0,0
4797,58,services,married,no,no,no,1,0,0
4798,31,services,divorced,no,yes,no,1,0,0
4799,46,entrepreneur,divorced,no,no,yes,1,0,0
4800,36,technician,married,no,yes,no,1,1,0
4801,55,technician,divorced,no,yes,no,1,0,0
4802,40,technician,divorced,no,no,yes,2,0,0
4803,43,admin.,married,no,yes,no,2,2,0
